#,Movie Name,Year of Release,Watch Time,Movie Rating,Description(synopsis),genre,showmax_url
1248,Mukisa,2022,1h 18m,,"After her elderly husband's death, a young woman begins her own self discovery journey and embarks on her dream of becoming a beautician in a small village. 2022",Drama,https://www.showmax.com/za/stream/movies/mukisa/46b9d3ef-9f63-3d87-b95a-38a855bc85e3
1249,Mulan Princess Warrior,2021,1h 38m,2.6,"An epic animation of the legendary warrior Mulan, who disguised herself as a man to take her father's place. On a mission, she discovers a conspiracy against her country.",Adventure,https://www.showmax.com/za/stream/movies/mulan-princess-warrior/3ea158dc-c9d0-3352-8bf9-f8fa73a699c7
1250,Mummy Must Obey,2023,2h 4m,,Oji-Ugo suffer a great deal from her son Aluka because of her wayward lifestyle. Would she allow it to continue?,Drama,https://www.showmax.com/za/stream/movies/mummy-must-obey/81cda7dc-9680-3202-ac2a-c511d556add2
1251,Murder Camp,2022,1h 32m,7.9,"When one of the wives dies mysteriously during a couples retreat, the surviving couple and friends have to stay until the detectives unravel the case. Secrets start to unravel.",Drama,https://www.showmax.com/za/stream/movies/murder-camp/9368e224-efc6-3b9f-ab6c-cfe0380268ea
1252,Murife,2023,2h 56m,,"Nonso used his brother's glory to make wealth, now he wants to kill him because the Gods have chosen him to be king.",Drama,https://www.showmax.com/za/stream/movies/murife/0b758f79-c956-3310-8b42-4f8cd419f141
1253,Muru,2022,1h 44m,6.5,Inspired by actual events. A local police sergeant must choose between his badge and his people when the government launches an armed raid through his community on a school day.,Action,https://www.showmax.com/za/stream/movies/muru/bcb9098d-ccd0-33ab-a41a-e8094dbe0018
1254,Musangwe,2024,1h 27m,,An arrogant aspiring boxer goes on a journey of self-discovery when he's introduced to an indigenous bare-knuckle combat sport while visiting his ailing grandmother in Venda.,Drama,https://www.showmax.com/za/stream/movies/musangwe/709c6f26-9130-3ea5-9802-b1a7bb2a436e
1255,Muse,2023,1h 48m,5.4,The vague image in his dream and his determination to follow his passion leads Nathan to discovering not just his strength but a truth hidden from him for years.,Drama,https://www.showmax.com/za/stream/movies/muse/100236c8-eb04-31c2-92f7-42d98f525896
1256,Muzzle,2023,1h 39m,5.5,"In this action movie, Aaron Eckhart takes on the criminal underworld. While investigating his partner's murder, an LAPD K-9 officer uncovers a vast conspiracy.",Action,https://www.showmax.com/za/stream/movies/muzzle/df641076-3330-3d88-8d0e-af5c90ba16b5
1257,Mwanga,13,1h 28m,,A young boy eager to join a music group is forced to start his own group after his classmates reject him for being different.,Drama,https://www.showmax.com/za/stream/movies/mwanga/a54d8487-fc20-3b42-b4e7-ad3770669643
1258,My Beskermer,13,19m,,"Long ago, we were left behind. When the greedy polluted the world, they escaped to their outposts in the stars. But they didn't leave us, the poor, behind alone.",Sci-Fi,https://www.showmax.com/za/stream/movies/my-beskermer/ec1be5cc-06d7-346c-b305-dea70508323b
1259,My Best Friend's Wedding,1997,1h 40m,6.4,"Julia Roberts and Cameron Diaz star in this sweet romcom. A woman must confront her feelings for her best friend's fiancé, just days before the wedding. 1997",Comedy,https://www.showmax.com/za/stream/movies/my-best-friends-wedding/cd3013d6-6a2d-3fcb-8252-9c12d1c642e9
1260,My Big Fat Greek Wedding 2,2002,1h 29m,6.0,"In this sequel to the 2002 hit 'My Big Fat Greek Wedding', the revelation of a family secret and an even bigger, fatter wedding brings the Portokalos family together again.",Comedy,https://www.showmax.com/za/stream/movies/my-big-fat-greek-wedding-2/d22bbda4-1db5-3109-9763-7a1f70c1c9f6
1261,My Big Fat Greek Wedding 3,2023,1h 28m,5.2,The boisterous Portokalos family returns for another fun adventure with this heartwarming and hilarious third instalment. They head to their native Greece for a family reunion. 2023,Comedy,https://www.showmax.com/za/stream/movies/my-big-fat-greek-wedding-3/7185bb40-91ff-3903-83ad-8ccb59565f1c
1262,My Blind Wife,16,2h 57m,,"A blind lady regains her eyesight, now she has the opportunity to see all the disaster her fiancée is doing.",Drama,https://www.showmax.com/za/stream/movies/my-blind-wife/ad4d9198-10da-39ae-82b9-64dcb8cce9dc
1263,My College Girls,2023,2h 0m,5.4,"Teacher Tony, a dedicated and disciplined educator, would do anything to help his students excel through. However, everything changes when one of his students became pregnant.",Drama,https://www.showmax.com/za/stream/movies/my-college-girls/b9de1f01-5656-3eea-9db9-ee62819084c1
1264,My Crazy Ex And Girlfriend,2023,1h 26m,,"While managing a lazy girlfriend, Wale encounters his ex unexpectedly, forcing him to confront a situation that could redefine his values or alter his life entirely.",Drama,https://www.showmax.com/za/stream/movies/my-crazy-ex-and-girlfriend/81e1b783-ebfd-3953-be1d-b75ea2218017
1265,My Daughter's Virginity,2023,2h 50m,,"Ebubedike faces imminent disaster as his only daughter is pregnant by his indebted best friend, whom he has yet to repay.",Drama,https://www.showmax.com/za/stream/movies/my-daughters-virginity/2b68d3c4-47a1-3c61-9e98-d1585ca81fc2
1266,"My Ex, My Mother And I",2024,2h 48m,,"Austin is treated wrongly by his ex when he goes looking for a job in her company. However, everyone is shocked when the manager introduce the owner of the company.",Drama,https://www.showmax.com/za/stream/movies/my-ex-my-mother-and-i/91aa661e-56fb-3288-b5db-6d700dcab705
1267,My Family Driver,2022,2h 50m,,"Some group of people pretend to be good citizens but penetrate into people's home, gain their trust then they strike.",Drama,https://www.showmax.com/za/stream/movies/my-family-driver/15cbec28-2b30-37f3-bb38-7184c58a56ff
1268,My Father's Property,2021,1h 28m,,"After he lost his father, his uncles moved down to their house to take over everything.This brings out the man in him, and so he stands up to them.",Drama,https://www.showmax.com/za/stream/movies/my-fathers-property/a90fc74e-e695-38ba-8185-e71c2e643aaa
1269,My Father's War,13,1h 43m,7.9,A SA drama that looks at war and its effect on family. A son who has a strained relationship with his dad begins having vivid dreams that show him what his dad went through.,Drama,https://www.showmax.com/za/stream/movies/my-fathers-war/452b5854-a7e0-3359-87e7-bbd73cbe7e6c
1270,My Father's Wife,2021,2h 55m,4.7,"A man marries a woman that is his daughters age, little did he know that jealousy will ruin his household.",Drama,https://www.showmax.com/za/stream/movies/my-fathers-wife/e8c999c2-1bfd-3773-bd4f-90c4506a8f50
1271,My Guardian,2022,2h 58m,7.3,"Possessed from childhood, a girl's spiritual guardian kills her parents. Now she has to face the world in the cruel hands of her aunt.",Drama,https://www.showmax.com/za/stream/movies/my-guardian/3ff8d560-5798-398d-b059-24583d607ea8
1272,My History Moments 2023,2023,42m,,Immerse yourself in history through a series of moments where well-known South Africans share some of their defining experiences. These personal recounts bring historical moments to life.,Documentary,https://www.showmax.com/za/stream/movies/my-history-moments-2023/95ed610c-81a4-3796-8caa-1440c6fb8291
1273,My History Moments 2024,2024,46m,,Immerse yourself in history through a series of moments where well-known South Africans share some of their defining experiences. These personal recounts bring historical moments to life.,Documentary,https://www.showmax.com/za/stream/movies/my-history-moments-2024/c36d74c6-63d6-3cf2-8037-61cc8d4ffc7d
1274,My Husband's Money,2023,2h 54m,,"Amandi decide not to let go of his late brother's property because his late wife refuse to marry him, but tables are about to turn as Amandi finds love in another woman.",Drama,https://www.showmax.com/za/stream/movies/my-husbands-money/47d67c68-76ec-3658-a5bf-178a2c21a10f
1275,My Jewel My World,2022,1h 29m,,A father does the unthinkable in a desperate attempt to save his daughter's life.,Thriller,https://www.showmax.com/za/stream/movies/my-jewel-my-world/a441cb06-0a02-3b3f-a9fb-c372267eefa3
1276,MY KINGDOM,2022,2h 59m,5.9,"After Queen Odibeze allows her friend join her in the palace as the second wife, the palace becomes unbearable as she struggles for the throne from her best friend.",Drama,https://www.showmax.com/za/stream/movies/my-kingdom/d19607e9-4345-311f-a552-9520058b56da
1277,MY LECTURER,2022,1h 55m,,"Okoro bobo's father, a teacher travels out of town and leaves Okoro bobo as a teacher to stand in for him, but his grammar is about to make a big difference.",Drama,https://www.showmax.com/za/stream/movies/my-lecturer/ab3e9cce-63d3-3b30-8264-30e5818b2138
1278,My Life My Fate,2023,2h 59m,,"Ebere and Nene suffer a great deal in the hands of the villagers who want to take advantage of them, but everything change when Maduka shows up.",Drama,https://www.showmax.com/za/stream/movies/my-life-my-fate/2dbeb345-05e6-39fa-9f78-72f73fc6e69c
1279,My Local Wife,2024,2h 26m,,"Okwuchi marries Arinze, but she struggles to adapt to her new life, holding onto her old ways. Frustrated by the lack of change, Arinze sought comfort with Sofia.",Drama,https://www.showmax.com/za/stream/movies/my-local-wife/dd31fe1e-bc3f-3a58-9448-8d7a310c40d8
1280,My Madam And I,2023,2h 59m,,"Chief Donald and Jifeofor are at war with each other, but in the midst of the chaos, their children fall in love. Will their ego make this work?",Drama,https://www.showmax.com/za/stream/movies/my-madam-and-i/920c79e4-8c26-35a8-ac06-039b54b2cc6f
1281,My Marriage,2022,1h 31m,,"A once beautiful marriage unravels after a traumatic robbery at their home, where the wife is tragically raped, leaving their relationship in turmoil.",Drama,https://www.showmax.com/za/stream/movies/my-marriage/64919262-6f78-380b-8817-777f0d484302
1282,My Past,2023,2h 7m,5.6,Kenneth's mother kills his father and warns him never to speak to anyone about it. Now his past haunts him and everyone around him feels the hurt of the wrong his mother did.,Drama,https://www.showmax.com/za/stream/movies/my-past/70ce5a0b-e211-36a6-8f22-b82120653d7d
1283,My Perfect Husband,2024,1h 50m,,"After Modena fails at love with Femi, she takes to the streets to get a man for herself. Will her choice be the ideal man?",Drama,https://www.showmax.com/za/stream/movies/my-perfect-husband/445e3c69-6b40-319a-96e4-fad3ec310854
1284,My Perfect Wedding,2022,1h 15m,5.8,A captivating romance film. A woman tries to make her wedding dreams a reality and is confronted with the most difficult decision of her life.,Drama,https://www.showmax.com/za/stream/movies/my-perfect-wedding/c8deb009-f952-3b94-9231-a0e5d0979723
1285,My Servant,2023,2h 59m,7.4,"All the princesses in a palace wants the cook Benji, for keeps, but all hell break loose when the king finds out that he has gotten his three daughters pregnant.",Drama,https://www.showmax.com/za/stream/movies/my-servant/79481b93-64b1-3420-a857-029c8b2129ab
1286,My Son,2021,1h 35m,6.0,"James McAvoy and Claire Foy star as divorced parents whose worst fears become a reality when their son goes missing. Desperate, the father resorts to extreme steps to find his son.",Thriller,https://www.showmax.com/za/stream/movies/my-son/7e8f450c-0b8a-3256-94e1-e12e240bd759
1287,My Village Love (Tinq),2022,2h 57m,,"A lady is sent to a village for a wrong she did, she finds love and the entire story changes.",Drama,https://www.showmax.com/za/stream/movies/my-village-love-tinq/4ff7af0c-c0a9-339e-83df-7c385bce30b9
1288,My Village People,2021,2h 56m,6.2,John Okafor as kpomkwem rapes the only daughter of Maduka and denies it. Maduka reported the case to the god of justice to be cursed and ruin his life.,Drama,https://www.showmax.com/za/stream/movies/my-village-people/1c1bc2bd-07ea-30ac-9f9b-d371bc9c9e67
1289,My Wife My Life,2023,2h 58m,,"In madam Vero's quest to destroy a good woman, she is caught in the act, this turns out bad as she lacks the face to continue living.",Drama,https://www.showmax.com/za/stream/movies/my-wife-my-life/093bcbcf-60e5-3d5b-8461-90c32c53e9a3
1290,My Woman,2023,1h 58m,,"After her son is accused of murder, a determined widow sets out on her own investigations in order to find the true killer.",Drama,https://www.showmax.com/za/stream/movies/my-woman/b20169c6-553e-3322-895e-065f7f7ee790
1291,Mzia Mazi,2016,1h 3m,,A barren woman goes to great lengths to give her abusive husband a child. 2016,Drama,https://www.showmax.com/za/stream/movies/mzia-mazi/2636277e-625e-3f9c-8bfc-28dae10fd336
1292,Mzuka,2022,1h 47m,,"Two unknown rappers from the hood desperately seek an opportunity to make their name in the music business. When they record a freestyle and post, things don't go as expected.",Drama,https://www.showmax.com/za/stream/movies/mzuka/eaf9a45e-9460-33a2-b5d4-1cc95fd20bc6
1293,Nagval Op Donkerdraai,16,50m,,A young woman returns to her family's farm to spend Christmas with her widower father. Herhealth suddenly starts deteriorating and a mysterious shadow woman appears in her room atnight.,Drama,https://www.showmax.com/za/stream/movies/nagval-op-donkerdraai/1cb76fc0-6ce1-3e84-8c53-a55589143075
1294,Nagvrees,2020,54m,,"Most theatres have a legend of a ghost that haunts it. When group of students rehearse through the night, things go awry and get dangerous. It is difficult to tell who will survive.",Thriller,https://www.showmax.com/za/stream/movies/nagvrees/590c7030-5a9b-3b9b-b4c4-6a675fd403ea
1295,Naked Wahala,2022,1h 33m,,"A disorganized family struggles hard to put themselves together, but things gets worse as the father impregnates someone else and the son marries his father's girlfriend.",Drama,https://www.showmax.com/za/stream/movies/naked-wahala/d68b1422-0329-3dc5-893f-04234837517c
1296,Nakupenda,2022,1h 35m,,"Two elderly people who were once inseparable meet again towards the end of their lives, causing their hidden feelings to resurface, despite their families' disapproval.",Romance,https://www.showmax.com/za/stream/movies/nakupenda/6c91a2d5-258e-33f1-8e3b-64c4ce60598e
1297,Namuddu,13,1h 42m,,An orphaned girl fights against all odds to claim her land inheritance from her wicked stepmother.,Drama,https://www.showmax.com/za/stream/movies/namuddu/deb18c9f-d1a4-3bb7-8e13-2f3c261fcd30
1298,Nanny Mcphee,2006,1h 34m,6.6,A magical family film starring Emma Thompson. A mysterious nanny teaches seven naughty children some valuable lessons about being well-behaved.,Comedy,https://www.showmax.com/za/stream/movies/nanny-mcphee/0c9a4de0-06ea-334a-ae68-2372ad374b2f
1299,Nanny Mcphee And The Big Bang,2010,1h 44m,,Oscar winner Emma Thompson writes and stars in this fun family film. A mysterious nanny arrives to help a struggling mom with her kids and the farm while their father is at war.,Comedy,https://www.showmax.com/za/stream/movies/nanny-mcphee-and-the-big-bang/c150917d-658c-3143-a941-238c6bda01c9
1300,Naomi,2024,2h 41m,4.9,"Naomi loves Obinna and trust Ezinne her friend, but they both see to her death. Now her ghost is back to hunt them down on a revenge mission.",Drama,https://www.showmax.com/za/stream/movies/naomi/fdf8012b-1139-380d-a72f-4da6527b5f48
1301,Nasiche,2024,2h 33m,,"In Bankaku kingdom, a man must sleep with his wife's mother to validate him as a good husband. This culture holds back Akiki from getting married to Nasiche.",Drama,https://www.showmax.com/za/stream/movies/nasiche/11c9858b-e079-31ea-90f9-956e71760169
1302,Natori,2024,1h 21m,,"After being thrown out by her husband, Salma turns to her sister and Natori for help, arriving with her three daughters. This unexpected development leaves Natori feeling manipulated.",Drama,https://www.showmax.com/za/stream/movies/natori/24c94f3e-cbee-319e-a569-02d1d093ae2b
1303,Ndoto Kubwa,13,1h 49m,,"An ambitious young man, Arnold, teams up with a faded retired football star, Masembe, with the aim of winning the national tournament.",Romance,https://www.showmax.com/za/stream/movies/ndoto-kubwa/e7682ddc-9136-3494-bbcf-52970b690cbd
1304,Neighbours,2014,1h 32m,,It's a neighbourhood showdown in this comedy starring Seth Rogen and Zac Efron. Sparks fly as a couple with a new born child move next to a fraternity house. 2014,Comedy,https://www.showmax.com/za/stream/movies/neighbours/616a45cc-8b8c-349d-ac3b-867bd8b34c0b
1305,Nemesis,2023,2h 58m,7.2,"A lady is cursed after beating up an old woman to death, now she must pay for the sins committed as she battles her husband daily for peace.",Drama,https://www.showmax.com/za/stream/movies/nemesis-holy-cup/ec7d5444-e550-3c8f-9fa6-87492084e7cd
1306,Never And Forever,2023,1h 42m,6.4,"To grow their modeling agency, Tobi and Amara agree to stay another year without any child. But things get tough when Tobi's mother starts to mount pressure on Amara.",Drama,https://www.showmax.com/za/stream/movies/never-and-forever/aa0904b9-f0b5-3c2f-ae5f-736332f36877
1307,Never Fall In Love,2022,1h 32m,6.2,Nancy is a very popular feminist who runs a radio show where she propagates the theory of feminism and does all she can to preach against women falling in love.,Drama,https://www.showmax.com/za/stream/movies/never-fall-in-love/5926bfff-a974-347f-98ae-afdcc7e7511b
1308,Next Dean,2014,57m,,"Respected lecturer is sent on special leave when, Samantha, - a student - files a complaint of inappropriate conduct. The chancellor Dr. Karibu, conducts an investigation & barrister Jane, the lecturer's wife defends him.",Drama,https://www.showmax.com/za/stream/movies/next-dean/3167470e-fb8e-376d-abab-0a2796818839
1309,Next Exit,2022,1h 45m,5.6,A genre-bending existential drama. Two unhappy strangers travel across the US to take part in a study about the afterlife.,Drama,https://www.showmax.com/za/stream/movies/next-exit/a53aed7b-238e-3aa6-8172-fe9a3af17f14
1310,Nezha,2021,1h 45m,6.7,A former top team racing driver wants to prove himself in a race but accidentally hurts his teammate. A talented virtual car racing champion joins them to regain its glory.,Drama,https://www.showmax.com/za/stream/movies/nezha/9eee724c-53df-3af5-b83e-d1f69c9b5010
1311,Ngala,2022,2h 52m,,"The king of Ngala will kill one of a twins that in his village, all things goes well until he gives an order for his own son to be killed.",Drama,https://www.showmax.com/za/stream/movies/ngala/75d58765-de00-3c30-8b95-a98b2648658e
1312,Night Of The Hunted,2023,1h 34m,5.2,An intense cat-and-mouse thriller. A woman finds herself the target of a crazy sniper with a secret vendetta after she stops at a remote gas station.,Thriller,https://www.showmax.com/za/stream/movies/night-of-the-hunted/de90e141-3a41-37e8-a6ec-4463d33cef49
1313,Night Of The Sicario,2021,1h 22m,3.4,There is danger at every corner of this thriller. A woman is sucked into a deadly game of cat and mouse when trying to protect a girl whose mom is a witness against a drug cartel.,Action,https://www.showmax.com/za/stream/movies/night-of-the-sicario/7d8ac652-2888-361c-b5cf-1ac2a4e2d9de
1314,Night School,2018,1h 46m,5.6,Kevin Hart and Tiffany Haddish face off in this hilarious comedy. A group of misfit grown-ups are forced to take night classes to get their high school qualifications. 2018,Comedy,https://www.showmax.com/za/stream/movies/night-school/eeced702-2aef-39d7-bddb-0840d348c691
1315,Nightmare Pageant Moms,2023,1h 26m,5.1,A riveting thriller. A financially struggling mother and daughter enter a mother-daughter beauty pageant that could pay for her child's college. But things are not as they seem. 2023,Thriller,https://www.showmax.com/za/stream/movies/nightmare-pageant-moms/5fdc4ef8-3788-3e97-8544-1eb6378e1168
1316,Nimpende Nani,13,1h 38m,,A 30-year old fashion enthusiast and business woman is caught in the middle of a love triangle and forced to choose between her husband and her college sweetheart.,Romance,https://www.showmax.com/za/stream/movies/nimpende-nani/398a683c-42fc-3c1f-b648-00de99304a14
1317,NINE LIVES,2021,2h 16m,5.3,"The last of her kind, born with supernatural powers, the dark world kills her family, now she must bring them down to stay alive.",Drama,https://www.showmax.com/za/stream/movies/nine-lives/65080000-1f4e-3206-b0b4-489d2b8dc2a7
1318,Nine Lives,2016,1h 23m,5.3,"A mystical feline film starring Kevin Spacey. A billionaire who neglects his family is magically turned into a cat. If he does not change his ways, he will remain one forever.",Family,https://www.showmax.com/za/stream/movies/nine-lives/79d04c1d-66d3-3e2f-ad6f-e91338bfc37b
1319,Ninety Nine Problems Of Yellow,2024,1h 59m,,"Two women battle with self-acceptance, as one measure herself against her boyfriend's gorgeous ex-wife, the other fights the gaze of wanting to regain her pre-pregnancy figure.",Drama,https://www.showmax.com/za/stream/movies/ninety-nine-problems-of-yellow/10a38755-147a-3098-a974-344facdc9e1c
1320,Njiwa,13,1h 28m,,Stranded in the forest an employer and her bride-to-be employee try to find their way home but instead find their way to each other.,Romance,https://www.showmax.com/za/stream/movies/njiwa/60cec580-b4db-3373-bbd6-1612e37e9338
1321,Nkwanzi'S Slip,2022,1h 28m,,"Nkwanzi finds herself pregnant with no idea of how it happened, not wanting to believe it's the holy spirit, she embarks on a self discovery journey that changes her life.",Drama,https://www.showmax.com/za/stream/movies/nkwanzis-slip/31ed14c6-70cc-3dee-9f4a-8dd4ac4e0107
1322,No Bed Of Roses,2021,1h 58m,,A young couple face things that seem like turbulence and only the experienced. the wise and patient ones can succeed in this journey.,Drama,https://www.showmax.com/za/stream/movies/no-bed-of-roses/2c69b825-186d-356a-9a81-9373b2ea81d0
1323,No Better Home,2022,1h 39m,,"In pursuit of happiness, Boma and Nancy went their separate ways in search of love and affection and have a taste of other love quest to attain the discovery of their lives.",Drama,https://www.showmax.com/za/stream/movies/no-better-home/05baaf84-aa98-359a-b5e1-f65af18a0822
1324,No Better No Worse,2022,2h 39m,,A happily married couple is torn apart when their dreams are altered by an accident.,Drama,https://www.showmax.com/za/stream/movies/no-better-no-worse/0e518a2f-6391-33ab-abf5-39ab84af7762
1325,No Country For Old Men,2007,1h 56m,8.2,Violence and mayhem run this Coen Brothers classic. A young man stumbles upon the remnants of a drug deal gone bad. He's hunted by two vicious assassins who want the money back.,Crime,https://www.showmax.com/za/stream/movies/no-country-for-old-men/631f6a9f-36bd-33f1-b4bc-a2aac254d97a
1326,No Love Lost,2021,1h 30m,6.4,"A hopeless romantic gets surprised by her boyfriend with a romantic getaway for their anniversary. In an unexpected encounter, she bumps into her ex-boyfriend with his current girlfriend.",Drama,https://www.showmax.com/za/stream/movies/no-love-lost/1136b419-5b3a-3aa9-b60b-637abcd2df77
1327,No More Love,2023,2h 59m,,"James, forever haunted by his vow never to love again wrestles with the bittersweet reality.",Drama,https://www.showmax.com/za/stream/movies/no-more-love/cbc564ad-6b85-33dc-9437-94b51205ccc3
1328,No Strings,2023,1h 19m,,"Caught in the trap of doing anything to win clients for his boss, a guy faces a dilemma when he meets a beautiful client seeking more than business.",Drama,https://www.showmax.com/za/stream/movies/no-strings/fcc0f974-a826-3f97-aa78-514a78681a4c
1329,No Way Back,2022,1h 20m,5.1,"A sister blinded by love for her only surviving family, becomes vulnerable to the traps set for her downfall.",Drama,https://www.showmax.com/za/stream/movies/no-way-back/7310caea-6652-3d15-b7ea-56ba447c4009
1330,Noah's Ark,2023,1h 35m,4.2,This musical animation follows the adventures of two mice who attempt to board Noah's Ark with the help of an ingenious cockroach and sheer luck.,Adventure,https://www.showmax.com/za/stream/movies/noahs-ark/e08f6d9f-f671-36e9-a8fb-e938fff0d634
1331,Nobody,2021,1h 27m,7.4,Emmy-winning actor Bob Odenkirk leads this action thriller as an unassuming man who is driven to the edge after a home invasion. He goes into a rage to protect his family. 2021,Action,https://www.showmax.com/za/stream/movies/nobody/738efad7-7cb2-3b00-8ab5-86135eaadf05
1332,Noem My Skollie: Call Me Thief,2016,2h 23m,7.5,"A powerful South African movie about hope. A young man gets arrested for petty crime. In prison he tries to use his talents to go straight, but his gang won't let him.",Drama,https://www.showmax.com/za/stream/movies/noem-my-skollie-call-me-thief/cbdd3783-b20a-364f-9d79-480573ef1ee6
1333,Noise & Neighbours,2024,20m,,"Young Bolelo, and her grumpy neighbour, Helmut, discover a way to communicate through music. Slowly, their battle of noise becomes a conversation. A Silwerskermfees 2024 short film.",Drama,https://www.showmax.com/za/stream/movies/noise-and-neighbours/1711e100-af03-3ccf-a46a-145ebafee048
1334,Noisy Neighbor,2023,1h 37m,,"A devoted movie writer needs all the calmness to focus, but it seems the only way he can actualize it, is by tormenting the new noisy neighbor that has become torn in his flesh.",Drama,https://www.showmax.com/za/stream/movies/noisy-neighbor/2186f57a-9615-32bb-bc8f-3e450e67e82f
1335,Nommer 37,2018,1h 46m,7.4,A gripping South African crime drama. A recently paraplegic man is given a pair of binoculars. When he witnesses a criminal commit murder he begins a blackmail scheme.,Thriller,https://www.showmax.com/za/stream/movies/nommer-37/b633cdb7-6e23-31de-a288-71a8e63b8678
1336,Nommer 5,16,44m,,"As a family tradition, the Malherbes spend their December holidays by the sea, always camping in the same spot — 'number five'. This year, however, old family feuds threaten the festivities.",Drama,https://www.showmax.com/za/stream/movies/nommer-5/56dcf41b-81f9-3b24-a8ef-f605e7121bbd
1337,Non Exclusive Marriage,2019,1h 30m,,"A husband in search of sexual adventure in his marriage, convinces his timid wife to try out a new trend to spice up their boring marriage.",Drama,https://www.showmax.com/za/stream/movies/non-exclusive-marriage/9c1b7626-bc58-3346-992d-c7ab01b459bd
1338,Not Just You,2023,1h 52m,,"Jacob is forced by his mom to get into marriage with Imelda, now the entire marriage gets messed up as Jacobs attitude is about to ruin everything.",Drama,https://www.showmax.com/za/stream/movies/not-just-you/a31ea832-0796-32ad-bc3a-fa8c205ae282
1339,Not My Fault,2023,2h 59m,,"Maria blames Anayo for the tragic loss of their only son, despite his intentions to do what is right. Her mother is determined to drive them apart.",Drama,https://www.showmax.com/za/stream/movies/not-my-fault/765bcd8c-ea3f-3376-acc1-1e8d5796a29f
1340,Not My Kingdom,2021,2h 25m,5.9,"A king is bed ridden,The palace has no more control over her children.The king must seek for Ugochi's forgiveness to make everything right.",Drama,https://www.showmax.com/za/stream/movies/not-my-kingdom/0ee31659-6882-3001-8588-4addd112791d
1341,NOTHING BUT LOVE,2021,2h 59m,,"Anthony finds himself in a village afar off, he meets Ebube and falls in love uncontrollably. Will she wait for him after he travels back to the city?",Drama,https://www.showmax.com/za/stream/movies/nothing-but-love/68cd895c-ad90-3e49-a254-476b1c7c3e71
1342,Notting Hill,1999,1h 58m,7.2,"In this Golden Globe nominated romantic classic, a simple bookshop owner finds his whole world changed when a famous movie star walks into his shop and they begin a relationship. 1999",Comedy,https://www.showmax.com/za/stream/movies/notting-hill/0fea4c87-7d99-35f6-a59e-4485942800bb
1343,Now You See Me 2,2016,2h 3m,6.4,"In this sequel to the hit crime drama about a group of illusionists, the four horsemen resurface and are forcibly recruited into yet another seemingly impossible heist. 2016",Action,https://www.showmax.com/za/stream/movies/now-you-see-me-2/dde2762d-f8b8-35c2-988e-7d340629a450
1344,Nul Is Nie Niks Nie,2016,1h 36m,8.1,"Hoender word onverwags vriende met die buurseun, Drikus, wat aan Hodgkins se siekte ly. Sy laaste droom is om 'n zombiefliek te maak. Hoender en Chris help hom om dit te bewaarheid. 2016",Drama,https://www.showmax.com/za/stream/movies/nul-is-nie-niks-nie/49da4d0f-6bfe-3321-bb97-d9c72bdadeda
1345,Nutty Professor Ii: The Klumps,2000,1h 42m,4.5,Eddie Murphy returns in the nutty sequel to the slapstick comedy about how the unexpected consequences of a DNA altering formula lead to the professor's alter ego wreaking havoc.,Comedy,https://www.showmax.com/za/stream/movies/nutty-professor-ii-the-klumps/9b68bf93-e520-3672-b642-13625cfa469f
1346,Nuus Om 6,2021,46m,,"When a man holds a news anchor and her studio crew hostage the police attempt to rescue them, but then it becomes clear that the hostage taker might actually be the good guy.",Drama,https://www.showmax.com/za/stream/movies/nuus-om-6/ac6ea937-2e19-3bc2-ad78-5dd872211b50
1347,Nuwejaar,2024,48m,,"It's New Year's Eve. Nina and her friends party one last time, but before sunrise, the police find a body in the ocean.",Drama,https://www.showmax.com/za/stream/movies/nuwejaar/65acadb8-9005-3843-9077-f7e65f965b44
1348,Nwakaego,2023,2h 58m,,"After Urenna is murdered and her lover killed unjustly, her spirit hunts the entire kingdom and kills everyone in sight.",Drama,https://www.showmax.com/za/stream/movies/nwakaego/ea62c7ed-239c-35d1-841c-b8e128f0466a
1349,Nwanyi Nkwere,2021,2h 37m,,"Nwanyi Nkwere and her husband constitute nuisance to their neighbors, things go sour when the husband impregnates his daughter's friend.",Drama,https://www.showmax.com/za/stream/movies/nwanyi-nkwere/c087e816-db8a-3ce7-96e8-70ef3af2bd2a
1350,"Nyakio, My Love",2023,1h 38m,,"Muchemi, a hardworking young casual labourer in a rural village battles society norms on a journey of love with a wealthy divorcee woman who's thrice his age.",Drama,https://www.showmax.com/za/stream/movies/nyakio-my-love/5fd5a092-caf8-3193-9edd-9bd68a341ed8
1351,Nyumbani Kwa Mangi,2022,1h 31m,,A family's holiday get-together takes a dramatic turn when each sibling's secrets are put on the table and drama ensues as their family dynamics are challenged.,Drama,https://www.showmax.com/za/stream/movies/nyumbani-kwa-mangi/c43f427d-490e-3f1b-9646-4227255e060e
1352,Oblivion,2013,1h 59m,7.0,"A futuristic sci-fi epic helmed by Tom Cruise. A veteran assigned to extract Earth's remaining resources, discovers a crashed spacecraft that will change everything he knew. 2013",Sci-Fi,https://www.showmax.com/za/stream/movies/oblivion/83e3c82f-4ad8-351e-91bc-06d2f90f2889
1353,"Oh, Griet! Sy'S Droog",2024,16m,,"When three women discover that they will be stuck in their paintings forever, the only one who can save them is the new portrait of a girl with a set of magical pearls.",Drama,https://www.showmax.com/za/stream/movies/oh-griet-sys-droog/03de431c-c87e-3eef-8cbe-4bb34616d6be
