#,Movie Name,Year of Release,Watch Time,Movie Rating,Description(synopsis),genre,showmax_url
106,Almost Christmas,2016,1h 46m,6.2,"Its all-out war in this festive comedy. It's the first Christmas since the death of a man's wife, and his whole dysfunctional family are gathering for the holidays. Chaos will ensue. 2016",Comedy,https://www.showmax.com/za/stream/movies/almost-christmas/002b60bf-3f84-3c59-a893-54103059985b
107,ALMOST YOURS,2022,1h 49m,,When a young woman falls in love with the wrong man and ignores the one true love standing next to her. She experiences heartbreak.,Drama,https://www.showmax.com/za/stream/movies/almost-yours/338513e5-3f03-3d42-8b11-e89f130d64cb
108,Alomtjom,2021,51m,,Alomtjom is a story about friendship in a time of loneliness and about what it takes to be a true friend - for others and for yourself. Andries boasts he can befriend anyone.,Comedy,https://www.showmax.com/za/stream/movies/alomtjom/26030fba-b8ab-3f3e-9448-226f3413beb1
109,Alone,2020,1h 28m,6.2,"Veteran actor Donald Sutherland stars in this horror thriller. Just as he has lost hope, Aidan fights to survive a zombie plague after he spots his attractive neighbour, Eva.",Thriller,https://www.showmax.com/za/stream/movies/alone/bb247c59-33e1-3d7a-b934-2f503054df73
110,Alone In The Dark,2022,1h 27m,2.4,"Bri is recently divorced and under house arrest due to her ex-husband's crimes, but when a stalker shows up, he seems to have control over her surroundings.",Thriller,https://www.showmax.com/za/stream/movies/alone-in-the-dark/1161d80a-7e18-3a6f-bf2d-cebbad45aa4a
111,Along Came Polly,2004,1h 26m,6.0,"Ben Stiller and Jennifer Aniston star in this rom-com. A man, who hasn't taken a risk his entire life, decides it's time for a change after his bride cheats on him.",Comedy,https://www.showmax.com/za/stream/movies/along-came-polly/76d5e142-b14d-33f0-81ab-533a7b85ef30
112,Alternate Endings: Six New Ways To Die In America,2019,1h 5m,7.3,This emotional documentary explores various ways Americans find meaning and celebrate life as it ends.,Documentary,https://www.showmax.com/za/stream/movies/alternate-endings-six-new-ways-to-die-in-america/425905be-ebe2-3b38-8f25-d4fe221a613a
113,Altyd Pa,13,51m,,"It's 65-year-old Klara Cronje's first day at the retirement home. When Flip Kloppers introduces himself, she soon realises he's the father that abandoned her as a baby.",Drama,https://www.showmax.com/za/stream/movies/altyd-pa/36ce1163-b50d-3bb7-8d52-62df72e3018e
114,Amandla,13,1h 4m,5.6,"Faustian, a documentary filmmaker, embarks on a journey to uncover the truth behind his girlfriend's death.",Drama,https://www.showmax.com/za/stream/movies/amandla/516d0d2e-42f3-38fe-b980-6326e8658bb0
115,Amanfi,2024,2h 24m,,"A great mysterious warrior tired of the wars, retires to a cave near a village to settle and build a life for himself but met with resistance from the people of the village.",Drama,https://www.showmax.com/za/stream/movies/amanfi/f7f4030b-0c6d-3668-8d19-a15bbf3c35ed
116,Ambush,2023,1h 43m,4.0,"An action-packed Vietnam War thriller. A small outpost gets ambushed during the war, prompting a US Army squad to take the battle below ground on a high-stakes mission.",Action,https://www.showmax.com/za/stream/movies/ambush/9a2153c0-96ca-30e7-8229-09e7f64376ad
117,American Carnage,2022,1h 40m,5.0,"A political horror wrapped in satirical comedy. After children of undocumented immigrants are arrested, the detainees are given a chance to volunteer to care for the elderly. 2022",Horror,https://www.showmax.com/za/stream/movies/american-carnage/9ac765f9-c65d-3104-a847-a26ba04e922b
118,American Gangster,2007,2h 30m,7.8,"Oscar winner Denzel Washington stars in this crime driven biopic set in the 70s. A hard, honest cop works to take down a new heroin kingpin who has secured the underworld.",Crime,https://www.showmax.com/za/stream/movies/american-gangster/005dbc50-af4b-3b1c-bd1a-8ea583e16a4e
119,American Woman,2018,1h 47m,6.3,Sienna Miller gives a gripping performance in this emotional drama. A woman is left to raise her infant grandson following her teen daughter's disappearance.,Drama,https://www.showmax.com/za/stream/movies/american-woman/52985bd4-2ec1-31dd-9461-0e8c07fe227a
120,Amin,2024,1h 40m,6.2,A man waited for 21 years to realize he is not the biological father of his only child. How is  he supposed to react to this revelation?,Drama,https://www.showmax.com/za/stream/movies/amin/3c9fe5a9-9a56-30ed-b421-822e74b01b49
121,An Egypt Affair,2023,1h 21m,6.9,"A captivating romantic thriller set in Egypt. Two couples go on a romantic Nile cruise, but deception, treachery, lust and greed soon threaten to wreak havoc on all their lives.",Drama,https://www.showmax.com/za/stream/movies/an-egypt-affair/171ae915-15e5-34ae-956b-b240c190eaac
122,Ancient Covenant,2022,2h 40m,,"An evil covenant comes from the foundation of a man that served his forefathers, after loosing his family to the cold hands of death, he must break it to have a better life.",Drama,https://www.showmax.com/za/stream/movies/ancient-covenant/46f5a955-a4c5-32a5-84bd-6827a8c6c0e7
123,Angel Has Fallen,2019,1h 55m,6.4,Gerard Butler returns for the third instalment of this action-packed franchise. Mike Banning is on the run after he is framed for the attempted assassination of the President.,Action,https://www.showmax.com/za/stream/movies/angel-has-fallen/ae7c4664-12cf-3f52-97e0-7c63b9040b39
124,Angel'S Trail,2023,1h 17m,,"Caught between loyalty and newfound love, a man grapples with marrying his nurse or pursuing passion, facing a life-altering choice.",Drama,https://www.showmax.com/za/stream/movies/angels-trail/b1589234-8d39-33c9-bbd4-c985bb05435b
125,Anger Is Poison,2022,2h 22m,,Holding on to anger is like drinking poison. It is impossible to feel anger without love but the consequences of one mastering this emotion is a danger to love.,Drama,https://www.showmax.com/za/stream/movies/anger-is-poison/2716c9a9-70d0-3490-ba51-5476034a8436
126,Anger Management,2003,1h 40m,6.6,Jack Nicholson and Adam Sandler face off in this crazy comedy. A man is wrongly sentenced to anger management treatment and is assigned to an eccentric therapist. 2003,Comedy,https://www.showmax.com/za/stream/movies/anger-management/3d7e5c3c-c8b9-3b24-b0f3-666fdda8b5bd
127,Anger Of Death,2021,2h 58m,6.5,"In this thrilling movie, Kanayo.O.Kanayo kills his wife and sacrifice her to his coven.",Drama,https://www.showmax.com/za/stream/movies/anger-of-death/ed49af4c-6a3f-3c29-a334-21161f4645d4
128,Anger Of Death,2021,2h 55m,6.5,"A priest  is known for his outspokenness, he is faced with the challenge of standing up for his people through his prominent position.",Drama,https://www.showmax.com/za/stream/movies/anger-of-death/ed49af4c-6a3f-3c29-a334-21161f4645d4
129,ANGRY NEIGHBOURS,2022,1h 29m,4.1,Oscar-nominated actor Frank Langella stars in this hilarious comedy about a grumpy novelist who plots revenge when his wealthy neighbour builds a mansion next door. 2022,Comedy,https://www.showmax.com/za/stream/movies/angry-neighbours/04d17b23-54fc-3327-8aa4-6a117f93c05a
130,Anna (2019),16,1h 54m,,Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,Action,https://www.showmax.com/za/stream/movies/anna/42c680e0-f733-35a1-a7f2-e838fd3a8631
131,ANNA FERRAH'S STORY,2022,1h 20m,,"We must accept finite disappointment, but never lose infinite hope, who gets to laugh last when a couple is battling with the fury of a mother-in-law.",Drama,https://www.showmax.com/za/stream/movies/anna-ferrahs-story/f6dd2229-b721-32e3-8ae8-e2112cda11ec
132,Annie,2014,1h 53m,6.6,Jamie Foxx and young talent Quvenzhané Wallis star in this remake of a classic tale. The lives of a foster girl and a business tycoon are changed when he takes her in.,Musical,https://www.showmax.com/za/stream/movies/annie/9ad107a9-a83d-3bed-a6eb-10f4cec9ccce
133,Another Man,2023,1h 22m,7.3,"Ray learns dating a single mom doesn't entail playing daddy; instead, it offers the opportunity to become a valued member of a family and a positive role model for a child.",Drama,https://www.showmax.com/za/stream/movies/another-man/4333a2a0-a58e-3e19-b9b8-c81d0cebca36
134,Another New Day,2023,2h 59m,,"Mabel will do everything to frustrate her husband, but Harry's life is about to get more complicated as he gets entangled with Getrude.",Drama,https://www.showmax.com/za/stream/movies/another-new-day/fae1a47b-6cc5-3be0-936c-0158f91bc7be
135,Ant Infested Firewood,2023,2h 44m,,"Obinna breaks his wife's heart when he throws her and their daughters out because of another woman, Ifeoma. He gets her pregnant and the manipulation begins.",Drama,https://www.showmax.com/za/stream/movies/ant-infested-firewood/874a38c2-f281-3568-bef8-58985f81b135
136,Antisocial,13,1h 31m,4.5,A young up-and-coming corporate lady becomes the target of a social media influencer after she rejects his advances,Thriller,https://www.showmax.com/za/stream/movies/antisocial/194eca66-3ff7-339d-b539-5966dbf00f4d
137,Antz,1998,1h 19m,6.5,An all-star cast drives this adventure-filled animation. An ant who longs to be his own person fights the totalitarian society to inspire individuality. 1998,Adventure,https://www.showmax.com/za/stream/movies/antz/1c61cfed-7c33-3a8a-b89c-d22991e3818d
138,Anyone But You,2023,1h 39m,6.1,"Sydney Sweeney and Glen Powell star in this steamy romcom. After a great first date, Bea and Ben's attraction turns cold, until they're reunited at a destination wedding.",Comedy,https://www.showmax.com/za/stream/movies/anyone-but-you/6a175831-7722-3db8-81da-1501a60cd41b
139,Apokalips,16,58m,,"The end of the world has arrived. Mana sits and waits for her son, a rescue worker, to come and save her. Then three other helpless people also come to seek shelter in the barn.",Drama,https://www.showmax.com/za/stream/movies/apokalips/31b055c3-fd47-3f43-aa7c-7099dc098215
140,Apollo 11,2019,1h 29m,8.1,Take an inside look at the Apollo 11 mission to land on the moon led by commander Neil Armstrong and pilots Buzz Aldrin and Mike Collins.,Documentary,https://www.showmax.com/za/stream/movies/apollo-11/6072987f-4b6e-3412-ad08-2c8a20bc0e3e
141,Apollo 13,1995,2h 14m,7.7,Tom Hanks leads an all-star cast in this Oscar-winning film about three astronauts who desperately try to return to Earth after a routine space mission goes wrong.,Adventure,https://www.showmax.com/za/stream/movies/apollo-13/1a4430dd-295a-34e0-9ada-83d2a6d6b84d
142,Aquaman And The Lost Kingdom,2018,1h 59m,5.6,The long-anticipated sequel to the 2018 release. Black Manta seeks revenge on Aquaman for his father's death.,Action,https://www.showmax.com/za/stream/movies/aquaman-and-the-lost-kingdom/c8d18177-5e55-3dcd-bcd5-7f4ebc8277ab
143,Are We There Yet?,2005,1h 30m,4.8,"Ice Cube stars as a man who falls in love, but he must win over the woman's two children. He gets to bond with them on a road trip, but the children are dead set against him. 2005",Adventure,https://www.showmax.com/za/stream/movies/are-we-there-yet/c65dcba6-9b5f-357e-83ef-c6b030f038fd
144,ARMAGEDDON TIME,2022,1h 49m,6.5,Anne Hathaway and Anthony Hopkins star in this family drama. A deeply personal coming-of-age story about the strength of family and the generational pursuit of the American Dream.,Drama,https://www.showmax.com/za/stream/movies/armageddon-time/27f109ec-2288-3908-a36c-34f820ad6ebc
145,Around The World In 80 Days,2021,1h 22m,7.2,A fun-filled animated adventure. A bookish marmoset embarks on a wild adventure to travel around the planet in 80 days after accepting a challenge from a greedy frog.,Adventure,https://www.showmax.com/za/stream/movies/around-the-world-in-80-days/c79ed410-f657-385c-9ded-448a6e35907b
146,Arranged Love,2023,1h 28m,6.0,"A delightful romcom about a woman who left an arranged marriage and inheritance in India and began her own company. But when a problem threatens it, marriage is the solution. 2023",Romance,https://www.showmax.com/za/stream/movies/arranged-love/21039e0a-7e89-3bda-a7d1-de728e97ad60
147,Arrow Of Tears,16,2h 59m,,The greed of an elder brother makes him do the unthinkable to his younger brother in this emotional drama.,Drama,https://www.showmax.com/za/stream/movies/arrow-of-tears/d3d9efce-42f8-3de6-b678-0a1461f04c48
148,Arthur The King,2024,1h 46m,7.0,Mark Wahlberg stars in this heartwarming tale. An adventure racing team befriends a stray dog while competing in an endurance race in the Dominican Republic.,Adventure,https://www.showmax.com/za/stream/movies/arthur-the-king/6d899773-e9f0-3852-b8e0-59792d02ea99
149,As,2023,26m,,'n Ma se sielvretende rou word onverwags op haar oorlede dogtertjie se verjaarsdagherdenking omskep in 'n kompulsiewe drang om haar kind se as te eet.,Drama,https://www.showmax.com/za/stream/movies/as/c3c5352e-ac46-3b74-b88c-3496a93ac9a9
150,As Good As Dead,2022,1h 28m,5.5,Running away from the past can be challenging. This is the lesson Michael Jai White learns in this action film as a man trying to start anew in Mexico.,Action,https://www.showmax.com/za/stream/movies/as-good-as-dead/a5843958-e6f9-3e14-a175-0a9a8de9902b
151,As I Am,2022,1h 55m,6.1,"Marcus is abandoned by his fiancé – Emily, shortly after their engagement, when he loses his sight to injuries sustained in an accident.",Drama,https://www.showmax.com/za/stream/movies/as-i-am/87321b0d-1aa3-312f-96f6-51bc0e0e204e
152,As It Seems,2023,1h 37m,7.7,"A local bus driver sees a lady through school with his life savings, will she eventually stay with him?",Drama,https://www.showmax.com/za/stream/movies/as-it-seems/113cf66e-ed9b-311d-86aa-03335370b938
153,Asa And Magdalene,2022,2h 59m,,"After years of envy, Asa suffocates Magdalene with resentment. However, an unexpected twist brings them together as friends when Asa becomes Magdalene's unlikely savior.",Drama,https://www.showmax.com/za/stream/movies/asa-and-magdalene/1e7f978e-13ef-3391-ad34-ad4e1fe56f2e
154,Asinamali,2017,1h 40m,6.6,"Adapted from Mbongeni Ngema's Broadway production of Asinamali. On the prison yard on Robben Island, a man named Nelson Mandela told Msizi Dube Go and do it for all of us.",Drama,https://www.showmax.com/za/stream/movies/asinamali-2017/a787e920-617b-3f85-afc7-506a8678580d
